,EGF,gkaf,pERK_ratio,tshort
189,0.1,0.1009808240922719,0.14443627469175113,945000.0
190,0.1,0.10158207609548667,0.14315278241095075,950000.0
191,0.1,0.10217456282407986,0.1418880013559512,955000.0
192,0.1,0.10275846242403251,0.14064155123862795,960000.0
193,0.1,0.10333395113453005,0.13941305584129393,965000.0
194,0.1,0.10390120312613371,0.13820214336215494,970000.0
195,0.1,0.10446039035809503,0.13700844671989995,975000.0
196,0.1,0.10501168245347738,0.13583160382027898,980000.0
197,0.1,0.10555524659061163,0.13467125778781236,985000.0
198,0.1,0.10609124740978482,0.13352705716498253,990000.0
199,0.1,0.10661984693387393,0.13239865608165674,995000.0
200,0.1,0.10714120450185519,0.13128571439702436,1000000.0
201,0.1,0.10765547671413739,0.13018789781629425,1005000.0
202,0.1,0.10816281738874386,0.12910487798423242,1010000.0
203,0.1,0.10866337752743067,0.12803633255748972,1015000.0
204,0.1,0.10915730529087138,0.12698194525757475,1020000.0
205,0.1,0.10964474598215204,0.125941405906087,1025000.0
206,0.1,0.11012584203777498,0.12491441044392075,1030000.0
207,0.1,0.11060073302551104,0.12390066093585045,1035000.0
208,0.1,0.11106955564845672,0.12289986556186924,1040000.0
209,0.1,0.11153244375467511,0.12191173859660862,1045000.0
210,0.1,0.11198952835188468,0.12093600037798236,1050000.0
211,0.1,0.11244093762665729,0.11997237726620431,1055000.0
212,0.1,0.11288679696766829,0.11902060159415649,1060000.0
213,0.1,0.11332722899253232,0.11808041161010263,1065000.0
214,0.1,0.11376235357782984,0.11715155141359052,1070000.0
215,0.1,0.11419228789194198,0.11623377088535948,1075000.0
216,0.1,0.1146171464303399,0.11532682561200805,1080000.0
217,0.1,0.11503704105301027,0.11443047680610198,1085000.0
218,0.1,0.11545208102372115,0.11354449122235327,1090000.0
219,0.1,0.11586237305085552,0.11266864107045273,1095000.0
220,0.1,0.11626802132955712,0.11180270392510155,1100000.0
221,0.1,0.1166691275849761,0.11094646263369437,1105000.0
222,0.1,0.11706579111638339,0.1100997052221489,1110000.0
223,0.1,0.11745810884197787,0.10926222479925557,1115000.0
224,0.1,0.1178461753442156,0.10843381945991351,1120000.0
225,0.1,0.11823008291548771,0.107614292187622,1125000.0
226,0.1,0.11860992160401235,0.10680345075651473,1130000.0
227,0.1,0.1189857792598192,0.10600110763319692,1135000.0
228,0.1,0.11935774158069064,0.10520707987867453,1140000.0
229,0.1,0.11972589215796799,0.10442118905057188,1145000.0
230,0.1,0.12009031252212653,0.10364326110584263,1150000.0
231,0.1,0.12045108218802401,0.10287312630417761,1155000.0
232,0.1,0.12080827869976561,0.10211061911223188,1160000.0
233,0.1,0.12116197767509423,0.10135557810886475,1165000.0
234,0.1,0.12151225284926916,0.10060784589147197,1170000.0
235,0.1,0.12185917611836601,0.09986726898355319,1175000.0
236,0.1,0.12220281758196082,0.09913369774359468,1180000.0
237,0.1,0.12254324558515223,0.0984069862753642,1185000.0
